ID,출생연도,고객_교육수준,고객_결혼여부,고객_소득,고객_자녀수,고객_청소년수,고객_가입날짜,고객_최신구매일_경과기간,고객_와인_구매금액,고객_과일_구매금액,고객_육류_구매금액,고객_생선_구매금액,고객_사탕_구매금액,고객_골드_구매금액,고객_할인품목_구매횟수,고객_회사사이트_통한_구매횟수,고객_카탈로그_통한_구매횟수,고객_매장방문_구매횟수,고객_지난달_회사사이트_방문횟수,캠페인1_수락여부,캠페인2_수락여부,캠페인3_수락여부,캠페인4_수락여부,캠페인5_수락여부,불만제기,target
train_399,1971,석사,미혼,39763.0,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1
train_400,1952,박사,동거,69805.0,0,1,2014-01-21,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0
train_401,1961,박사,이혼,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0
train_402,1991,고졸,미혼,61618.0,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0
train_403,1985,석사,기혼,19510.0,2,0,2013-09-04,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0
train_404,1980,학사,기혼,34968.0,1,0,2013-04-10,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0
train_405,1974,박사,미혼,63159.0,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,0,0,1,0,0,0,0
train_406,1967,학사,동거,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0
train_407,1958,학사,기혼,65148.0,0,1,2012-11-16,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0
train_408,1970,학사,이혼,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0
train_409,1969,박사,동거,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0
train_410,1989,학사,미혼,9255.0,1,0,2013-12-20,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0
train_411,1966,학사,미혼,43602.0,1,1,2014-01-10,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0
train_412,1973,학사,기혼,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0
train_413,1970,석사,이혼,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1
train_414,1900,고졸,이혼,36640.0,1,0,2013-09-26,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,0
train_415,1956,학사,동거,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0
train_416,1985,고졸,기혼,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0
train_417,1976,석사,기혼,49681.0,0,2,2013-11-04,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0
train_418,1958,석사,기혼,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0
train_419,1960,고졸,미혼,47823.0,0,1,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0
train_420,1962,학사,동거,51195.0,1,1,2013-04-01,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0
train_421,1985,박사,기혼,18169.0,1,0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0
train_422,1982,석사,미혼,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,0,0,1,1,0,1
train_423,1964,학사,기혼,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,1,0,0,0,0,0,1
train_424,1965,박사,미혼,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0
train_425,1985,학사,기혼,31158.0,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0
train_426,1972,학사,동거,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,0,1,1,0,0
train_427,1946,박사,미혼,82800.0,0,0,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,1,0,0,0,1,0,1
train_428,1972,학사,미혼,24762.0,1,0,2014-02-10,16,6,10,12,3,15,40,3,3,1,2,8,0,0,1,0,0,0,1
train_429,1962,석사,미혼,45183.0,0,0,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7,0,0,0,1,0,0,0
train_430,1983,학사,동거,37292.0,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0
train_431,1977,학사,이혼,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0
train_432,1968,학사,기혼,45688.0,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,0,0,1,0,0,0
train_433,1950,학사,동거,28320.0,0,1,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0
train_434,1972,학사,기혼,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0
train_435,1969,학사,기혼,65747.0,0,1,2014-03-07,96,346,17,48,23,13,13,4,8,1,6,6,0,0,0,1,0,0,0
train_436,1954,박사,미혼,74637.0,0,0,2013-05-18,73,960,64,464,146,0,16,1,6,9,9,3,1,0,0,0,0,0,0
train_437,1979,석사,기혼,32765.0,1,0,2014-02-23,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0
train_438,1984,학사,기혼,31761.0,1,0,2014-04-05,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,0
train_439,1963,박사,기혼,54072.0,1,1,2013-07-27,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,0,0
train_440,1985,박사,기혼,33454.0,1,0,2013-05-08,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0
train_441,1958,박사,사별,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0
train_442,1992,학사,기혼,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0
train_443,1986,학사,기혼,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,1,0,0,1,1,0,0
train_444,1987,학사,미혼,29236.0,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0
train_445,1962,박사,미혼,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0
train_446,1985,학사,미혼,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0
train_447,1943,박사,사별,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0
train_448,1972,고졸,기혼,70932.0,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0
train_449,1955,박사,미혼,49667.0,0,0,2012-08-20,35,1181,26,120,17,13,39,2,5,10,5,8,0,0,1,0,0,0,1
train_450,1976,박사,동거,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0
train_451,1976,학사,동거,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0
train_452,1972,석사,미혼,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0
train_453,1991,고졸,동거,20193.0,0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0
train_454,1975,석사,미혼,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,1
train_455,1986,석사,동거,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0
train_456,1962,고졸,이혼,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,0,0,1,0,0
train_457,1964,석사,미혼,63972.0,0,1,2012-12-02,93,928,63,254,0,12,12,4,5,4,10,4,0,0,0,1,0,0,0
train_458,1985,학사,미혼,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0
train_459,1969,박사,기혼,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,1,0,0,0
train_460,1972,학사,미혼,44503.0,1,1,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0
train_461,1952,박사,기혼,77610.0,0,1,2012-10-29,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0
train_462,1948,박사,동거,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0
train_463,1959,학사,동거,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0
train_464,1975,학사,동거,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0
train_465,1979,고졸,이혼,13533.0,1,0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0
train_466,1973,고졸,기혼,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0
train_467,1989,학사,미혼,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0
train_468,1957,학사,기혼,78618.0,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,0,0,1,0,0,0
train_469,1964,학사,기혼,42523.0,0,0,2014-04-23,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0
train_470,1943,석사,미혼,77598.0,0,0,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,0,0,1,0,0
train_471,1988,초졸_중졸,동거,13724.0,1,0,2012-08-31,43,2,7,5,2,15,27,1,2,0,2,9,0,0,1,0,0,0,0
train_472,1975,학사,기혼,37085.0,1,1,2014-06-26,65,39,1,16,2,0,3,4,3,0,3,8,0,0,0,0,0,0,0
train_473,1947,박사,동거,81574.0,0,0,2014-04-28,89,1252,0,465,46,35,0,1,4,5,8,1,0,0,0,1,1,0,0
train_474,1970,학사,동거,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0
train_475,1962,학사,동거,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,1,0,0,0,0,0,0
train_476,1964,석사,미혼,58308.0,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0
train_477,1981,석사,미혼,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0
train_478,1958,석사,동거,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0
train_479,1973,박사,동거,39435.0,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0
train_480,1968,학사,기혼,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0
train_481,1956,박사,사별,78028.0,0,1,2012-09-10,38,158,19,288,25,0,38,1,6,4,9,7,0,0,0,1,1,0,1
train_482,1990,석사,미혼,91172.0,0,0,2013-03-27,94,162,28,818,0,28,56,0,4,3,7,3,1,1,1,0,1,0,1
train_483,1979,석사,기혼,45057.0,1,0,2013-12-01,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0
train_484,1961,학사,기혼,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0
train_485,1954,박사,기혼,36930.0,0,1,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0
train_486,1981,박사,미혼,,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0
train_487,1980,학사,기혼,19107.0,1,0,2013-08-22,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0
train_488,1981,고졸,미혼,42395.0,1,1,2014-04-04,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0
train_489,1988,고졸,미혼,23331.0,1,0,2012-10-05,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,0
train_490,1958,석사,미혼,75154.0,0,1,2012-09-04,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1
train_491,1963,학사,기혼,,0,1,2013-08-11,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,0
train_492,1968,학사,기혼,19329.0,1,0,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0
train_493,1969,초졸_중졸,동거,22390.0,0,0,2013-10-21,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0
train_494,1980,학사,기혼,15072.0,2,0,2013-05-10,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0
train_495,1984,박사,기혼,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0
train_496,1981,학사,동거,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,0,0,1,0,0,0,1
train_497,1962,박사,미혼,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0
train_498,1957,학사,기혼,23539.0,0,0,2014-02-28,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0,0
train_499,1970,학사,기혼,28164.0,1,0,2013-05-04,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0
train_500,1969,석사,기혼,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0
train_501,1990,학사,기혼,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0
train_502,1946,박사,동거,64014.0,2,1,2014-06-10,56,406,0,30,0,0,8,7,8,2,5,7,1,0,0,0,0,0,0
train_503,1961,학사,기혼,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0
train_504,1961,학사,기혼,16860.0,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0
train_505,1969,학사,기혼,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0
train_506,1973,초졸_중졸,동거,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,0,0,1,0,0,0,1
train_507,1989,학사,미혼,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0
train_508,1978,학사,동거,75437.0,0,0,2013-11-09,25,795,0,545,95,58,0,1,8,4,10,6,1,0,0,0,0,0,0
train_509,1969,학사,사별,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0
train_510,1978,학사,기혼,38136.0,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,0,0,1,0,0,0,0
train_511,1949,박사,사별,54356.0,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1
train_512,1953,박사,미혼,46231.0,2,1,2012-11-26,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0
train_513,1981,박사,기혼,58293.0,1,0,2014-01-19,94,173,43,118,46,27,15,5,5,3,6,5,0,0,0,0,0,0,0
train_514,1984,학사,동거,37235.0,1,0,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0
train_515,1975,학사,미혼,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0
train_516,1948,학사,동거,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0
train_517,1988,학사,기혼,24645.0,1,0,2012-11-01,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0
train_518,1987,박사,미혼,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1
train_519,1980,학사,동거,44010.0,1,0,2012-10-13,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0
train_520,1968,박사,기혼,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0
train_521,1961,초졸_중졸,기혼,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0
train_522,1953,박사,미혼,51411.0,1,2,2013-05-26,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0
train_523,1965,박사,동거,34230.0,1,1,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0
train_524,1992,학사,동거,75114.0,0,0,2013-11-07,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0
train_525,1966,석사,이혼,29435.0,1,1,2012-08-06,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,0,1
train_526,1946,박사,기혼,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0
train_527,1990,학사,미혼,96843.0,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,0,0,0,1,0,1
train_528,1983,박사,동거,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0
train_529,1960,학사,동거,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0
train_530,1976,학사,미혼,47025.0,0,1,2013-11-07,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0
train_531,1963,학사,기혼,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0
train_532,1967,고졸,동거,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0
train_533,1972,박사,미혼,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0
train_534,1956,학사,미혼,60230.0,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0
train_535,1984,고졸,기혼,14796.0,1,0,2012-09-17,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,0,1
train_536,1958,고졸,동거,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0
train_537,1983,학사,동거,28359.0,1,0,2013-10-27,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,0
train_538,1974,박사,미혼,31560.0,1,0,2013-06-24,98,62,1,20,4,0,7,2,2,1,3,8,0,0,0,0,0,0,0
train_539,1976,학사,기혼,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,0,0,1,0,0,0,0
train_540,1971,고졸,기혼,78041.0,0,0,2012-12-16,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0
train_541,1974,박사,동거,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0
train_542,1963,학사,동거,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0
train_543,1982,학사,기혼,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,1,1,0,1,0,1
train_544,1976,고졸,동거,36301.0,1,0,2013-10-25,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0
train_545,1973,학사,이혼,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0
train_546,1985,학사,기혼,55357.0,2,0,2013-02-19,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0
train_547,1969,박사,기혼,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
train_548,1965,박사,사별,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0
train_549,1974,박사,이혼,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1
train_550,1977,학사,미혼,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0
train_551,1962,석사,미혼,72217.0,0,0,2013-04-10,93,816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,0,0,0
train_552,1953,학사,기혼,37716.0,0,1,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0
train_553,1958,고졸,미혼,38741.0,1,1,2014-03-30,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0
train_554,1949,박사,기혼,156924.0,0,0,2013-08-29,85,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
train_555,1966,석사,기혼,49605.0,0,0,2014-06-21,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0
train_556,1969,학사,동거,23228.0,1,0,2014-01-26,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0
train_557,1978,학사,미혼,60199.0,1,2,2013-09-12,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0
train_558,1959,학사,기혼,53154.0,0,1,2014-06-09,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0
train_559,1975,학사,기혼,76068.0,0,1,2012-11-29,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,1,0,0,0
train_560,1954,학사,동거,32144.0,1,1,2014-03-23,76,41,0,10,0,0,3,4,2,1,3,7,0,0,0,1,0,0,0
train_561,1983,학사,기혼,69520.0,0,0,2013-07-07,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0
train_562,1950,학사,동거,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0
train_563,1963,박사,미혼,46757.0,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0
train_564,1989,학사,미혼,18358.0,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0
train_565,1995,학사,미혼,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0
train_566,1977,학사,기혼,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0
train_567,1984,석사,기혼,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,0,0,1,0,0,0,1
train_568,1970,학사,기혼,69016.0,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0
train_569,1972,고졸,동거,50334.0,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0
train_570,1971,학사,미혼,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1
train_571,1975,박사,미혼,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0
train_572,1981,고졸,미혼,24336.0,1,0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0
train_573,1969,박사,기혼,56242.0,0,1,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0
train_574,1961,학사,미혼,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0
train_575,1971,박사,이혼,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0
train_576,1978,학사,미혼,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0
train_577,1959,박사,동거,53537.0,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0
train_578,1959,석사,기혼,34242.0,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0
train_579,1962,학사,기혼,83715.0,0,0,2014-02-03,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0
train_580,1952,학사,이혼,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0
train_581,1986,학사,동거,78394.0,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1
train_582,1969,석사,동거,35924.0,1,1,2014-03-23,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0
train_583,1979,학사,미혼,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0
train_584,1962,박사,이혼,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1
train_585,1965,석사,기혼,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0
train_586,1992,석사,동거,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0
train_587,1978,학사,동거,42554.0,1,1,2013-01-12,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0
train_588,1966,학사,기혼,44529.0,0,1,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5,0,0,0,1,0,0,0
train_589,1964,고졸,이혼,41713.0,1,1,2014-04-29,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0
train_590,1987,초졸_중졸,미혼,15038.0,1,0,2013-01-29,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0
train_591,1958,고졸,미혼,75342.0,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0
train_592,1964,박사,기혼,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0
train_593,1972,박사,미혼,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1
train_594,1969,박사,이혼,58086.0,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0
train_595,1978,학사,미혼,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,0,0,1,0,0,0,1
train_596,1973,학사,동거,57100.0,0,0,2013-12-04,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0
train_597,1951,학사,미혼,49090.0,0,1,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0
train_598,1952,박사,동거,61010.0,0,1,2012-10-09,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0
train_599,1976,박사,기혼,55424.0,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,0,0,1,0,0,0,1
